job_title,job_category,employee_residence,experience_level,employment_type,company_location,company_size,salary_in_usd
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,130000
Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,258700
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,124230
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,253000
Machine Learning Infrastructure Engineer,Machine Learning and AI,Portugal,Mid-level,Full-time,Other,L,55685
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,200000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,172200
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,160000
Data Analyst,Data Analysis,United Kingdom,Senior,Full-time,United Kingdom,M,102586
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,146000
Data Engineer,Data Engineering,United States,Executive,Full-time,United States,M,194500
Data Manager,Leadership and Management,United States,Mid-level,Full-time,United States,M,130000
Data Engineer,Data Engineering,Germany,Mid-level,Full-time,Germany,S,59303
Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,United States,M,170000
Data Scientist,Data Science and Research,United States,Entry-level,Full-time,United States,M,130001
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,L,144000
BI Developer,BI and Visualization,United States,Mid-level,Full-time,United States,M,128000
Data Scientist,Data Science and Research,United Kingdom,Senior,Full-time,United Kingdom,M,172256
Applied Scientist,Data Science and Research,United States,Senior,Full-time,United States,L,136000
Data Engineer,Data Engineering,United States,Entry-level,Full-time,United States,M,125000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,120500
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,150000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,250000
Research Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,210000
Data Engineer,Data Engineering,United Kingdom,Entry-level,Full-time,United Kingdom,L,45390
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,204000
ETL Developer,Data Engineering,United States,Senior,Full-time,United States,M,146200
Research Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,90700
Data Science Engineer,Data Science and Research,United States,Senior,Full-time,United States,M,180000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,199098
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,110600
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,177500
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,81536
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,112900
Decision Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,142200
Research Engineer,Data Science and Research,United States,Entry-level,Full-time,United States,M,155000
BI Analyst,BI and Visualization,United States,Mid-level,Full-time,United States,M,160000
Research Scientist,Data Science and Research,United States,Senior,Full-time,United States,L,212800
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,126500
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,185900
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,187415
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,L,113000
Data Analyst,Data Analysis,United Kingdom,Entry-level,Full-time,United Kingdom,M,49216
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,208500
Data Manager,Leadership and Management,United States,Mid-level,Full-time,United States,M,115500
Data Scientist,Data Science and Research,Canada,Senior,Full-time,Canada,M,181000
Applied Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,154000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,127600
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,150000
Applied Scientist,Data Science and Research,United States,Senior,Full-time,United States,L,136000
Research Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,200000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,100000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,168000
Data Analyst,Data Analysis,United Kingdom,Mid-level,Full-time,United Kingdom,M,73824
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,148700
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,180000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,210000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,132600
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,170000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,125000
Data Manager,Leadership and Management,United States,Mid-level,Full-time,United States,M,98000
Data Engineer,Data Engineering,Poland,Mid-level,Full-time,Other,L,28476
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,229000
Data Engineer,Data Engineering,Greece,Mid-level,Full-time,Other,M,73546
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,150000
Data Manager,Leadership and Management,United States,Mid-level,Full-time,United States,M,73500
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,156000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,150000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,293000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,67000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,120250
Research Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,220000
Research Analyst,Data Science and Research,Spain,Senior,Full-time,Spain,M,45150
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,L,127300
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,78000
Research Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,283050
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,128000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,158600
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,100000
Applied Scientist,Data Science and Research,United States,Senior,Full-time,United States,L,159100
Business Intelligence Engineer,BI and Visualization,United States,Senior,Full-time,United States,L,79600
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,128750
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,149850
Analytics Engineer,Leadership and Management,United States,Senior,Full-time,United States,M,113000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,160000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,L,247600
Applied Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,199200
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,128000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,225000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,159408
Business Intelligence Engineer,BI and Visualization,United States,Senior,Full-time,United States,L,185000
Research Scientist,Data Science and Research,Portugal,Senior,Full-time,Other,L,60757
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,60000
Machine Learning Research Engineer,Data Science and Research,France,Entry-level,Full-time,Other,M,20000
Data Specialist,Data Management and Strategy,United States,Senior,Full-time,United States,M,70000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,120000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,187000
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,73100
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,110000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,140000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,120000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,280000
Data Engineer,Data Engineering,United Kingdom,Entry-level,Full-time,United Kingdom,M,43064
Analytics Engineer,Leadership and Management,United States,Senior,Full-time,United States,M,175000
Data Modeler,Data Architecture and Modeling,United States,Senior,Full-time,United States,L,155000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,150000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,219300
Applied Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,216000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,185900
Data Engineer,Data Engineering,Peru,Mid-level,Full-time,Other,S,27000
Applied Scientist,Data Science and Research,United States,Senior,Full-time,United States,L,222200
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,169500
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,183414
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,75000
Data Engineer,Data Engineering,United States,Entry-level,Full-time,United States,M,160000
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,140000
Business Intelligence Engineer,BI and Visualization,United States,Executive,Full-time,United States,M,247500
Data Specialist,Data Management and Strategy,United States,Mid-level,Full-time,United States,M,80000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,95000
Machine Learning Engineer,Machine Learning and AI,Ukraine,Senior,Full-time,Other,M,220000
Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,142200
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,130000
Decision Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,135000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,87500
Analytics Engineer,Leadership and Management,United States,Senior,Full-time,United States,M,183500
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,150000
Data Engineer,Data Engineering,Spain,Mid-level,Full-time,Spain,M,73546
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,160000
Head of Data,Leadership and Management,United States,Executive,Full-time,United States,M,247500
Decision Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,204500
Analytics Engineer,Leadership and Management,United States,Senior,Full-time,United States,M,130000
Analytics Engineer,Leadership and Management,United States,Entry-level,Full-time,United States,L,130000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,90000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,180000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,267720
AI Programmer,Machine Learning and AI,Canada,Senior,Full-time,Other,M,120000
Data Developer,Leadership and Management,United States,Mid-level,Full-time,United States,M,130000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,L,160000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,185000
Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,180000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,155000
Data Engineer,Data Engineering,United Kingdom,Mid-level,Full-time,United Kingdom,M,98506
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,125000
Data Scientist,Data Science and Research,United States,Entry-level,Full-time,United States,S,100000
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,112000
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,95000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,183600
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,79350
Data Engineer,Data Engineering,United States,Executive,Full-time,United States,M,145000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,113750
Data Analytics Engineer,Leadership and Management,Vietnam,Senior,Full-time,United Kingdom,M,50000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,215625
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,112900
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,80000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,267720
Data Scientist,Data Science and Research,United States,Entry-level,Full-time,United States,M,119200
Data Modeler,Data Architecture and Modeling,United States,Senior,Full-time,United States,L,130000
Business Intelligence Engineer,BI and Visualization,United States,Senior,Full-time,United States,M,110200
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,175000
Research Engineer,Data Science and Research,United States,Entry-level,Full-time,United States,M,155000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,192500
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,275300
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,126000
Lead Data Engineer,Data Engineering,United States,Senior,Full-time,United States,L,276000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,130000
Machine Learning Researcher,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,100000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,139000
Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,United States,M,136000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,166000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,93300
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,90000
Data Scientist,Data Science and Research,Dominican Republic,Entry-level,Part-time,Other,M,110000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,175750
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,150000
Research Engineer,Data Science and Research,United States,Senior,Full-time,United States,M,189110
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,167000
MLOps Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,134000
Business Intelligence Engineer,BI and Visualization,United States,Senior,Full-time,United States,M,139000
Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,125000
Data Analyst,Data Analysis,Indonesia,Entry-level,Full-time,Other,L,15000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,185900
Data Scientist,Data Science and Research,Canada,Senior,Full-time,Canada,M,238000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,140000
Data Science Manager,Data Science and Research,United States,Senior,Full-time,United States,M,299500
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,248000
Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,United States,M,128000
Data Manager,Leadership and Management,United States,Senior,Full-time,United States,M,82500
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,230000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,133000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,175000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,150000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,230000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,142200
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,L,205600
Applied Scientist,Data Science and Research,United States,Senior,Full-time,United States,L,136000
NLP Engineer,Machine Learning and AI,Spain,Senior,Full-time,Spain,M,75038
Applied Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,L,222200
Applied Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,196000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,185900
Data Scientist,Data Science and Research,United States,Entry-level,Part-time,United States,M,133000
Data Engineer,Data Engineering,United Kingdom,Senior,Full-time,United Kingdom,M,83667
Applied Scientist,Data Science and Research,United States,Senior,Full-time,United States,L,260000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,140400
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,120000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,186300
Data Scientist,Data Science and Research,United Kingdom,Senior,Full-time,United Kingdom,M,98506
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,155500
Data Science Manager,Data Science and Research,United States,Senior,Full-time,United States,M,299500
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,240000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,200000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,116000
Data Manager,Leadership and Management,United States,Senior,Full-time,United States,M,68000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,160000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,304750
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,125000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,204600
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,141525
Applied Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,196000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,190000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,115000
Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,225300
Lead Data Analyst,Data Analysis,United States,Senior,Full-time,United States,L,170000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,160000
Data Manager,Leadership and Management,United Kingdom,Mid-level,Full-time,United Kingdom,M,73824
BI Developer,BI and Visualization,United States,Senior,Full-time,United States,M,110000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,140700
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,168000
Computer Vision Engineer,Machine Learning and AI,United Kingdom,Senior,Full-time,United Kingdom,M,210000
Head of Data Science,Data Science and Research,United States,Executive,Full-time,United States,M,195800
Machine Learning Engineer,Machine Learning and AI,Germany,Senior,Full-time,Germany,M,275000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,113900
NLP Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,210000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,141525
Research Engineer,Data Science and Research,United States,Senior,Full-time,United States,M,155850
Business Intelligence Engineer,BI and Visualization,United States,Senior,Full-time,United States,L,104300
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,120000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,94000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,175000
Research Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,248100
Data Scientist,Data Science and Research,Germany,Entry-level,Full-time,Germany,S,62726
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,275300
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,115000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,75000
Data Engineer,Data Engineering,United Kingdom,Senior,Full-time,United Kingdom,M,82280
Data Manager,Leadership and Management,United Kingdom,Mid-level,Full-time,United Kingdom,M,67672
Business Intelligence Analyst,BI and Visualization,United States,Senior,Full-time,United States,M,194500
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,125000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,146000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,145000
Decision Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,129300
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,L,247600
Data Scientist,Data Science and Research,Spain,Mid-level,Full-time,Spain,M,46809
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,59500
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,51962
Machine Learning Manager,Machine Learning and AI,Germany,Senior,Full-time,United States,L,129562
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,185000
Data Analytics Manager,Leadership and Management,United States,Mid-level,Full-time,United States,M,177000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,157500
Data Manager,Leadership and Management,United States,Senior,Full-time,United States,M,105200
Data Science Manager,Data Science and Research,United States,Senior,Full-time,United States,M,245100
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,178000
Applied Scientist,Data Science and Research,United States,Senior,Full-time,United States,L,222200
Applied Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,192000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,156400
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,L,229998
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,146600
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,120000
Data Engineer,Data Engineering,United States,Executive,Full-time,United States,M,310000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,78000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,148750
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,150000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,140100
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,147500
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,129300
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,252000
Data Operations Engineer,Data Quality and Operations,United States,Mid-level,Full-time,United States,M,60000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,129300
NLP Engineer,Machine Learning and AI,Italy,Senior,Full-time,Other,M,61541
Computer Vision Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,210000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,154000
Data Scientist,Data Science and Research,Canada,Senior,Full-time,Canada,M,175000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,L,212800
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,167200
Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,United States,M,221800
Data Engineer,Data Engineering,United Kingdom,Mid-level,Full-time,United Kingdom,M,92350
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,185900
Machine Learning Engineer,Machine Learning and AI,United Kingdom,Mid-level,Full-time,United Kingdom,M,63980
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,L,105700
Data Analyst,Data Analysis,Canada,Senior,Full-time,Canada,M,112000
Research Engineer,Data Science and Research,United States,Senior,Full-time,United States,M,370000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,126000
BI Developer,BI and Visualization,United States,Senior,Full-time,United States,M,140000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,164996
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,70000
ML Engineer,Machine Learning and AI,United States,Entry-level,Full-time,United States,M,130000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,80000
Data Engineer,Data Engineering,South Africa,Senior,Full-time,Other,M,76050
Applied Scientist,Data Science and Research,United States,Senior,Full-time,United States,L,159100
Business Intelligence Developer,BI and Visualization,United States,Senior,Full-time,United States,M,138000
Research Scientist,Data Science and Research,Netherlands,Executive,Full-time,Other,L,84053
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,165000
AI Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,170200
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,185900
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,208000
Analytics Engineer,Leadership and Management,United States,Senior,Full-time,United States,M,136743
Data Architect,Data Architecture and Modeling,United Kingdom,Senior,Full-time,United Kingdom,M,92280
Data Scientist,Data Science and Research,United Kingdom,Mid-level,Full-time,United Kingdom,M,131752
Data Strategist,Data Architecture and Modeling,United States,Senior,Full-time,United States,M,86000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,144100
Business Intelligence Engineer,BI and Visualization,United States,Senior,Full-time,United States,L,79600
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,193500
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,130000
Research Engineer,Data Science and Research,United States,Senior,Full-time,United States,M,245000
Applied Scientist,Data Science and Research,United States,Entry-level,Full-time,United States,L,213660
Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,United States,M,159500
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,180000
Business Intelligence Developer,BI and Visualization,United States,Mid-level,Full-time,United States,M,140000
Data Operations Analyst,Data Quality and Operations,United States,Senior,Full-time,United States,M,81000
Data Engineer,Data Engineering,United States,Executive,Full-time,United States,M,310000
Analytics Engineer,Leadership and Management,United States,Senior,Full-time,United States,M,207000
Data Analyst,Data Analysis,Spain,Senior,Full-time,Spain,M,50432
Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,United States,M,174500
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,254000
Director of Data Science,Data Science and Research,United States,Executive,Full-time,United States,M,249300
Data Operations Engineer,Data Quality and Operations,United States,Senior,Full-time,United States,M,125000
Machine Learning Scientist,Machine Learning and AI,United States,Executive,Full-time,United States,S,200000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,295000
Data Specialist,Data Management and Strategy,United States,Senior,Full-time,United States,M,173100
Data Engineer,Data Engineering,Colombia,Mid-level,Full-time,Other,M,131000
Machine Learning Researcher,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,150000
Data Analyst,Data Analysis,United Kingdom,Entry-level,Full-time,United Kingdom,M,67672
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,162500
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,172600
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,106800
ETL Developer,Data Engineering,Greece,Mid-level,Full-time,Other,M,52533
Business Data Analyst,Data Analysis,United States,Entry-level,Contract,United States,L,100000
Machine Learning Engineer,Machine Learning and AI,France,Senior,Full-time,Other,M,73546
Research Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,220000
Machine Learning Engineer,Machine Learning and AI,United States,Entry-level,Full-time,United States,S,81000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,159375
Business Intelligence Analyst,BI and Visualization,United States,Senior,Full-time,United States,M,90400
Applied Scientist,Data Science and Research,United States,Senior,Full-time,United States,L,136000
Machine Learning Engineer,Machine Learning and AI,United Kingdom,Entry-level,Full-time,United Kingdom,L,30000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,190000
Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,United States,M,186000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,140000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,126500
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,148000
ML Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,164000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,167500
ML Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,155000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,169280
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,129000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,140000
Data Scientist,Data Science and Research,United States,Entry-level,Full-time,United States,M,24000
Machine Learning Engineer,Machine Learning and AI,United Kingdom,Mid-level,Full-time,United Kingdom,M,92350
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,183000
Data Engineer,Data Engineering,United Kingdom,Mid-level,Full-time,United Kingdom,M,86193
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,190000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,160000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,253792
AI Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,S,140000
Data Manager,Leadership and Management,United States,Senior,Full-time,United States,M,140000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,128000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,120000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,252000
Research Analyst,Data Science and Research,United States,Senior,Full-time,United States,M,135960
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,238000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,167000
Data Scientist,Data Science and Research,United States,Entry-level,Full-time,United States,M,115360
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,167310
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,167580
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,L,239000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,191765
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,129300
Applied Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,L,136000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,175000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,L,202800
